rater_sex,rater_sexpref,rater_age,X001,X002,X003,X004,X005,X006,X007,X008,X009,X010,X011,X012,X013,X014,X016,X017,X018,X019,X020,X021,X022,X024,X025,X026,X027,X029,X030,X031,X032,X033,X034,X036,X037,X038,X039,X041,X042,X043,X044,X045,X061,X062,X063,X064,X066,X067,X068,X069,X070,X081,X082,X083,X086,X087,X090,X091,X092,X094,X096,X097,X099,X100,X101,X102,X103,X104,X105,X107,X108,X112,X113,X114,X115,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X172,X173
female,men,30.5,5,6,3,3,3,4,6,3,5,4,3,3,3,5,2,4,5,5,2,2,4,3,5,3,5,4,6,3,5,5,3,4,4,1,6,4,7,3,5,1,4,5,5,2,5,3,4,3,1,4,5,5,7,5,5,5,3,7,4,4,4,7,3,1,3,5,2,5,7,5,4,5,3,3,4,3,3,3,5,5,7,1,6,4,2,5,4,2,3,6,5,2,5,5,5,3,3,1,2,5,3,4
female,men,30.6,2,1,1,4,1,1,3,1,5,3,1,4,1,4,3,3,4,2,1,1,2,1,3,5,3,4,4,1,2,7,3,3,1,1,3,4,5,1,1,4,1,1,1,1,5,1,2,1,1,2,1,4,4,4,4,2,3,5,5,2,2,3,3,1,3,5,1,1,5,5,4,1,1,3,2,1,3,3,2,5,7,1,4,3,1,2,1,1,1,3,3,1,1,4,2,3,1,2,1,1,1,3
female,men,30.6,2,4,3,2,1,2,4,1,5,2,4,1,2,3,4,3,4,2,1,2,3,2,2,3,5,3,5,1,3,4,3,2,2,1,6,2,4,3,1,3,3,1,2,2,2,3,2,2,2,2,4,3,5,2,4,3,1,3,1,2,3,5,2,1,2,5,1,5,5,4,2,2,1,2,3,1,1,2,3,2,6,1,3,3,1,2,2,2,2,3,3,2,3,1,4,3,2,1,1,6,1,2
female,men,30.7,3,4,3,3,1,2,3,1,4,4,3,4,3,3,4,2,4,5,2,3,4,3,2,3,4,4,4,3,2,3,3,3,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,4,3,4,2,4,5,3,4,4,4,3,2,5,2,4,4,4,4,5,2,4,4,4,4,2,2,2,5,2,3,2,5,3,5,2,2,4,4,2,3,2,3,4,2,3,2,3,6,4,4,2,3,3,3,3
female,men,30.7,5,4,4,3,1,4,6,2,6,5,4,2,2,3,4,2,5,2,1,2,3,2,5,4,6,2,7,2,5,6,5,4,3,1,4,3,6,3,2,2,2,3,1,3,4,2,3,2,1,3,4,2,5,5,4,4,2,4,2,3,4,6,5,2,2,4,3,5,5,7,2,3,2,3,3,2,1,2,5,3,7,1,5,5,1,4,2,1,2,7,5,2,3,4,3,2,2,2,1,2,2,3
female,men,30.8,1,2,3,2,1,1,2,1,3,1,1,2,1,3,2,2,1,1,1,1,1,1,1,1,4,1,5,1,1,1,3,3,3,1,2,2,3,1,3,3,2,1,1,1,5,2,1,2,1,3,2,3,4,5,2,3,1,4,1,3,1,6,3,1,1,5,1,3,4,3,3,1,1,1,2,3,1,1,3,1,1,1,4,5,1,2,1,1,1,4,4,1,2,2,3,1,1,1,1,2,1,1
female,men,30.8,4,5,4,3,3,5,6,3,6,5,3,3,2,5,4,4,4,6,1,2,3,3,6,3,5,4,6,4,5,5,4,5,4,2,6,3,6,4,5,4,3,4,4,4,6,5,3,4,1,4,4,4,5,5,5,5,3,6,5,5,5,6,4,4,3,5,2,6,5,5,6,3,3,3,5,5,2,4,5,4,7,2,7,5,3,4,2,4,4,7,6,4,4,4,5,4,3,3,1,5,2,4
female,men,30.8,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1
female,men,30.9,4,5,4,1,1,1,6,1,5,3,3,1,3,5,3,3,4,3,3,1,5,1,7,1,7,1,6,1,3,5,3,1,4,1,7,4,5,1,5,1,4,6,1,5,7,1,3,1,1,3,5,4,5,4,1,6,1,5,5,4,7,7,5,3,1,2,1,4,5,4,6,4,1,1,4,1,1,1,6,1,6,1,7,6,1,4,1,1,3,6,4,3,2,2,5,1,1,1,1,1,1,1
female,men,30.9,3,6,5,6,1,3,5,3,7,4,5,3,3,7,3,4,4,3,2,3,3,4,4,2,7,5,5,4,5,5,3,5,4,1,6,5,5,4,2,5,2,3,4,4,4,2,4,2,2,3,5,7,5,5,3,6,3,4,4,5,4,6,4,4,4,6,4,7,5,7,6,2,2,4,4,3,2,4,4,4,5,1,5,5,5,5,3,3,3,5,2,3,5,5,5,4,4,2,3,4,2,3
female,men,31,3,2,5,3,1,1,5,2,4,4,3,3,3,3,4,4,4,2,1,1,3,3,4,2,6,5,5,2,2,3,6,5,6,1,4,6,5,1,1,4,1,2,3,4,4,2,3,2,2,4,3,5,3,4,2,5,3,3,3,2,5,1,3,1,2,4,2,4,5,4,3,4,1,1,2,2,2,2,4,4,5,1,6,4,2,2,3,4,4,3,2,1,2,4,3,2,2,1,3,3,2,2
female,men,31,6,4,4,2,2,3,4,1,5,4,3,2,5,5,2,4,3,2,2,2,5,3,3,2,6,3,4,3,4,6,2,7,4,1,7,4,4,2,2,3,3,4,3,2,4,3,2,2,1,2,2,3,4,1,4,6,5,5,4,3,4,6,6,1,4,2,3,4,3,7,5,3,4,6,4,4,3,3,3,5,6,2,3,5,2,2,2,3,3,5,2,2,2,4,5,1,3,2,1,3,1,4
female,men,31,6,5,4,3,1,2,6,2,6,4,3,3,3,4,4,3,3,5,3,3,5,3,5,3,5,3,5,3,4,6,3,2,3,1,5,5,6,4,5,3,3,3,2,5,6,2,2,4,3,5,5,5,6,5,3,5,2,5,3,4,4,4,5,4,2,4,3,4,5,5,5,4,4,3,4,1,3,2,5,4,6,2,5,4,2,2,3,4,2,6,2,4,5,3,6,3,3,2,1,4,3,4
female,men,31,5,5,6,3,1,3,6,1,7,4,5,3,2,3,3,3,4,1,2,1,5,2,4,2,7,2,5,2,4,5,3,1,2,2,4,4,5,1,5,3,2,4,4,4,5,2,1,1,1,3,4,3,5,4,1,5,4,5,3,2,5,4,6,1,2,6,3,5,3,5,6,2,3,4,4,2,2,2,3,4,3,1,5,4,2,4,1,1,2,5,3,3,4,4,5,6,4,1,2,5,1,4
female,men,31.2,4,6,4,3,1,2,5,1,4,4,4,3,3,5,3,2,2,4,3,2,3,2,5,4,5,3,5,1,4,4,3,2,4,1,5,5,5,3,4,1,4,3,3,4,4,1,3,4,1,3,4,2,3,5,2,3,3,4,4,2,5,2,4,2,1,2,5,4,2,3,3,4,1,1,4,2,2,3,1,2,6,1,5,3,3,5,1,2,3,5,1,1,3,5,4,4,2,2,1,3,1,6
female,men,31.3,3,4,6,3,1,4,4,1,5,4,3,2,4,3,5,3,5,4,3,3,3,3,3,3,5,4,4,2,4,2,3,2,3,2,4,3,5,3,2,4,1,4,3,3,4,3,1,2,2,3,3,4,4,4,4,4,4,3,2,4,4,4,3,3,2,4,2,5,5,4,3,2,2,4,5,3,3,2,3,3,7,2,4,3,1,3,3,3,3,5,2,4,3,3,4,4,3,2,2,4,2,4
female,men,31.3,4,5,3,5,1,3,4,2,6,4,4,5,2,5,3,4,5,3,4,3,7,3,5,6,5,3,5,3,4,7,3,4,6,1,6,7,5,4,2,4,4,3,3,3,4,4,4,4,2,3,3,4,6,5,4,3,2,6,4,3,3,6,6,5,2,5,4,6,6,5,3,3,5,5,3,2,2,7,4,7,7,3,5,4,4,4,4,2,3,4,1,3,3,6,3,5,5,4,2,4,2,5
female,men,31.3,5,5,4,4,2,4,4,3,4,3,3,4,2,3,3,3,4,3,3,2,4,3,3,4,5,4,4,2,4,5,4,4,4,1,4,5,4,4,3,4,3,3,3,3,4,4,3,3,2,3,4,3,4,4,4,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4,4,3,2,4,3,2,3,3,4,4,5,2,4,4,3,3,3,3,3,4,3,4,4,4,3,3,4,3,3,4,3,4
female,men,31.4,7,5,5,4,2,6,7,5,7,5,5,5,4,6,6,5,5,6,3,2,6,3,6,5,6,5,5,2,5,6,6,6,5,3,6,6,5,5,4,6,4,5,4,5,6,5,4,5,2,4,5,7,5,3,4,5,3,7,5,6,5,5,5,5,2,6,4,5,6,6,5,5,3,5,5,4,3,4,5,6,7,2,6,6,2,5,4,4,3,7,6,4,5,5,6,2,4,2,3,6,1,4
female,men,31.6,4,7,5,4,1,4,5,6,7,4,4,3,3,6,4,2,6,5,3,2,2,5,5,6,6,6,7,1,2,7,4,7,3,4,6,6,3,4,4,5,4,6,5,5,7,4,4,2,1,5,6,5,7,6,6,7,4,7,6,6,5,5,7,4,4,3,2,6,5,7,5,3,1,3,6,1,5,4,6,4,7,2,7,6,3,3,3,2,2,4,6,3,5,5,5,4,4,2,3,6,3,4
female,men,31.6,3,4,4,1,1,1,3,1,5,4,3,2,3,4,3,3,2,4,2,2,2,4,3,2,4,2,6,2,3,4,3,5,3,2,5,4,6,4,4,5,5,3,3,2,4,5,3,3,3,1,4,5,3,5,3,4,2,3,2,4,5,4,4,1,1,2,1,5,4,5,5,4,2,2,2,1,2,1,2,2,6,2,5,3,1,2,2,2,1,3,1,2,3,4,5,3,1,1,1,3,2,4
female,men,31.6,4,5,5,3,1,2,5,3,6,4,3,2,3,3,3,4,2,5,2,1,3,3,5,3,4,3,5,2,5,4,4,4,3,3,6,2,6,3,3,4,4,4,2,4,6,5,3,3,1,2,5,5,4,5,2,3,2,4,4,5,4,3,5,2,3,3,3,5,5,5,4,3,3,2,3,4,2,3,3,3,6,2,5,5,2,3,2,3,2,2,4,2,4,3,4,1,2,5,2,4,2,2
female,men,31.7,4,5,4,4,3,4,4,3,5,4,3,5,5,4,5,3,4,5,4,4,3,4,5,5,5,6,6,4,4,5,5,5,4,3,5,5,6,4,4,4,6,4,5,4,5,5,3,4,4,5,5,6,5,6,4,5,3,5,3,5,4,4,5,4,4,6,4,6,4,6,5,4,3,3,5,4,3,4,5,5,7,3,5,5,5,4,4,4,3,4,4,4,5,5,4,5,4,4,3,5,3,4
female,men,31.8,6,5,5,4,1,4,5,3,6,4,4,5,4,4,5,4,5,4,5,2,4,3,5,5,4,4,6,3,5,4,4,4,5,4,6,6,5,4,6,5,3,5,3,4,4,5,3,3,1,3,5,5,5,6,4,5,4,6,5,5,5,3,6,4,3,5,3,5,4,4,4,4,2,4,4,3,4,5,4,5,7,3,6,5,3,4,3,2,3,6,4,3,4,4,5,3,4,5,3,5,2,4
female,men,31.8,3,3,3,2,1,2,6,2,6,2,3,3,2,3,3,2,3,4,1,2,2,1,3,2,5,3,4,3,3,5,2,3,2,1,6,3,2,3,1,3,3,2,2,2,3,2,3,2,1,3,1,3,4,2,3,3,1,3,2,5,3,5,3,2,2,3,2,5,3,5,3,3,2,2,3,2,2,3,3,4,6,2,5,3,3,2,2,2,1,4,1,2,1,4,3,3,2,2,1,3,1,2
female,men,31.9,4,5,5,4,2,3,4,3,5,4,5,3,2,4,5,3,6,4,2,2,4,2,5,2,6,5,6,2,5,4,3,4,5,1,4,4,6,4,5,4,3,4,5,2,4,5,2,2,2,4,4,3,6,5,4,4,2,5,4,5,3,7,6,2,2,6,2,5,4,7,6,3,2,3,3,2,3,4,7,3,7,1,6,3,2,3,3,3,3,6,2,4,5,4,3,6,4,2,3,4,2,5
female,men,31.9,2,3,2,1,1,1,3,2,5,4,2,4,2,4,4,2,2,2,2,1,2,1,1,2,4,1,4,2,2,3,4,5,2,2,3,3,2,2,3,2,2,2,2,2,2,3,2,3,2,2,4,2,4,2,2,4,1,2,2,3,4,5,4,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,4,2,4,1,2,3,1,1,3,1,2,5,1,2,1,3,4,2,2,2,1,3,1,3
female,men,32,6,6,5,4,1,2,2,1,6,2,3,1,4,5,2,4,5,6,1,1,2,1,2,2,4,5,7,1,6,5,4,4,5,1,7,5,3,1,2,1,2,4,3,5,7,5,5,1,1,5,4,6,4,7,2,5,7,7,6,4,4,2,6,1,1,6,1,5,1,6,3,3,1,1,2,2,3,5,4,5,7,1,4,5,1,1,1,3,1,4,5,3,4,2,5,3,3,1,1,6,1,3
female,men,32,4,1,1,1,1,1,1,2,6,5,3,1,1,5,1,1,1,2,1,1,1,1,6,1,7,1,6,1,4,1,3,1,1,1,4,1,1,1,1,1,1,2,1,1,5,1,1,1,1,4,1,1,1,3,1,6,1,4,1,1,5,7,1,1,1,1,1,4,1,1,4,1,1,1,5,1,2,1,5,2,7,1,1,6,1,1,1,1,1,7,1,3,2,3,6,1,1,1,1,1,1,1
female,men,32.1,4,5,5,3,2,3,6,3,5,5,5,6,5,6,3,4,4,5,3,2,6,3,5,3,7,3,7,2,6,4,3,4,4,2,6,6,4,3,2,5,3,3,3,4,4,3,3,3,2,5,3,5,6,3,3,6,2,3,3,5,3,6,5,3,4,7,3,5,5,3,5,3,3,4,5,3,3,3,3,5,7,3,4,4,4,4,3,3,3,5,3,3,3,7,5,2,3,3,3,6,3,4
female,men,32.1,2,3,4,3,1,2,4,2,3,3,2,3,2,5,2,2,3,3,2,2,2,2,4,3,4,3,3,3,3,2,2,3,3,1,4,3,4,3,3,2,2,4,4,3,3,3,2,1,1,3,3,4,3,3,2,2,3,2,4,3,4,4,3,1,2,4,2,4,5,4,4,2,1,2,2,2,2,2,3,4,7,1,3,3,1,2,2,2,1,3,2,2,4,2,3,1,3,1,1,3,2,3
female,men,32.1,5,5,2,2,1,3,3,1,3,4,4,4,2,3,2,3,6,2,3,2,3,2,4,4,4,5,2,3,2,5,3,3,3,1,4,5,7,3,5,2,3,5,4,4,1,2,2,4,1,2,4,2,4,2,4,3,3,3,3,4,5,6,4,2,3,4,2,4,7,2,3,4,2,3,4,3,1,2,3,4,6,1,5,3,4,3,5,3,5,4,2,3,5,5,4,4,5,2,5,3,2,3
female,men,32.3,2,3,6,4,1,2,6,1,6,1,2,2,2,5,4,2,2,3,2,1,6,1,4,4,6,4,5,1,4,6,3,1,5,1,5,4,7,2,5,2,2,2,3,2,6,2,1,1,1,5,6,5,5,4,4,3,1,3,6,4,3,6,5,1,2,1,2,6,3,4,4,2,1,3,2,1,1,1,3,4,7,1,6,3,1,1,1,1,1,5,1,1,4,6,5,1,1,3,1,4,1,1
female,men,32.5,3,4,3,3,1,2,4,2,3,4,2,1,2,3,2,1,1,3,1,1,2,1,4,1,5,1,6,1,3,3,4,1,1,1,4,1,3,1,2,2,1,3,1,2,3,2,1,1,1,2,2,3,2,5,1,7,2,6,1,3,2,4,1,1,1,1,1,2,1,4,4,2,1,1,3,1,1,1,3,2,5,1,4,6,1,2,1,1,1,4,5,2,1,1,5,2,2,1,1,2,1,1
female,men,32.5,4,2,4,1,1,5,5,1,5,5,5,3,4,3,2,5,4,1,2,2,6,3,5,3,6,4,5,1,2,7,3,5,5,1,7,4,3,1,3,1,1,4,2,3,5,1,1,1,3,2,3,5,6,4,1,5,1,2,2,4,4,6,5,2,3,2,4,4,4,4,5,4,1,3,3,2,2,3,4,4,7,1,6,4,2,3,2,3,1,4,3,3,3,5,4,3,4,1,1,4,2,2
female,men,32.6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
female,men,32.6,5,5,4,4,1,1,6,2,6,4,2,6,3,7,5,4,5,5,3,1,4,3,1,3,6,4,6,4,3,7,3,5,4,1,6,6,1,2,2,5,2,1,3,1,2,2,4,3,4,5,1,5,5,4,5,5,5,6,2,2,1,7,6,3,6,5,4,5,7,4,6,1,2,4,4,2,6,5,6,2,7,1,1,2,4,1,4,4,3,7,1,4,1,6,6,2,5,2,5,5,4,5
female,men,32.6,1,3,3,3,1,2,3,1,4,3,3,3,2,4,2,2,3,3,2,1,4,2,2,2,4,3,5,1,3,4,2,4,3,1,4,4,3,3,2,3,3,2,2,3,4,3,2,1,3,2,3,4,4,5,2,4,2,2,3,3,3,4,3,2,2,3,1,3,4,4,2,2,1,2,3,2,2,3,2,1,6,1,4,3,2,2,3,2,2,3,2,2,3,3,3,2,2,3,1,4,2,3
female,men,32.7,5,5,4,2,1,3,6,4,6,5,4,4,4,5,4,3,5,6,3,2,3,2,4,3,6,5,6,3,6,5,4,6,6,2,6,5,6,1,2,2,2,4,4,3,7,3,2,2,2,4,4,3,4,5,4,4,3,4,1,3,3,7,5,3,3,6,2,6,4,6,4,4,2,3,5,2,1,2,5,4,7,1,6,2,2,4,2,3,3,5,4,4,4,3,6,5,3,2,2,3,1,3
female,men,32.7,4,1,5,3,1,3,3,1,6,4,3,3,2,3,2,1,3,3,2,2,5,1,3,4,5,4,5,2,3,5,2,2,2,1,6,5,1,2,2,3,2,2,3,3,3,1,3,1,1,2,2,2,4,4,1,4,2,4,1,5,4,4,5,3,1,5,2,4,5,4,2,1,1,3,4,1,1,2,4,5,6,1,5,5,1,2,1,2,1,4,2,3,2,5,4,3,3,1,2,5,1,4
female,men,32.7,4,2,3,1,1,2,3,1,4,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,6,2,5,1,1,1,1,1,3,1,3,1,4,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,2,1,1,2,1,3,1,1,3,7,1,1,1,1,1,2,1,4,2,1,1,1,2,1,1,1,1,1,5,1,3,2,1,1,1,1,1,5,1,1,3,2,1,1,1,1,1,1,1,1
female,men,32.7,4,1,4,3,1,1,4,1,5,5,3,4,2,5,5,1,3,3,5,2,3,2,5,3,5,4,6,1,1,7,2,6,2,1,6,3,1,1,1,1,1,1,1,1,2,3,1,5,2,2,2,3,4,2,3,4,2,4,1,4,1,5,6,1,2,5,2,5,4,5,3,1,2,3,2,2,3,2,4,4,7,3,3,4,1,2,3,2,1,5,2,1,1,5,6,2,1,1,2,4,2,2
female,men,32.7,3,4,4,4,1,1,3,1,4,3,2,3,1,3,3,4,3,4,1,1,2,1,4,5,4,2,4,1,3,3,3,5,2,1,7,4,4,2,2,2,2,3,1,1,5,3,3,2,2,3,3,4,5,4,4,4,2,4,5,3,3,5,6,1,4,3,2,4,5,4,4,2,2,4,3,1,4,4,4,2,7,1,5,4,2,2,2,2,1,4,2,2,3,2,4,2,4,4,2,4,1,3
female,men,32.8,4,4,4,2,3,3,5,2,2,3,3,2,2,4,2,3,3,2,4,3,5,2,3,3,4,2,4,2,4,3,2,4,6,2,4,6,5,2,4,2,2,6,1,2,4,3,4,3,4,4,6,3,3,4,2,3,4,3,3,3,4,6,1,3,2,3,2,5,4,3,3,2,4,4,2,4,1,5,4,4,4,3,3,3,2,1,2,2,3,4,2,3,3,1,3,2,3,2,2,3,1,3
female,men,32.8,2,1,4,1,1,4,5,5,6,3,2,1,1,5,2,1,1,1,1,1,4,1,6,1,7,3,5,1,6,3,2,1,1,1,5,4,4,2,1,1,1,1,2,5,3,2,2,1,1,1,1,3,2,6,1,5,1,5,1,4,5,1,3,1,1,3,1,5,1,4,2,1,1,2,1,2,1,1,5,1,7,2,7,5,1,2,1,1,1,6,1,1,4,1,2,1,1,1,2,3,1,1
female,men,32.8,6,4,4,4,2,4,4,2,6,4,4,4,4,7,5,3,5,6,3,3,5,3,7,2,7,4,5,1,4,5,6,5,4,2,4,6,3,3,3,5,2,5,3,4,3,2,3,3,2,3,2,7,5,3,3,5,1,3,2,5,4,4,5,3,3,5,3,5,5,4,4,2,2,2,7,2,3,4,6,4,5,2,5,4,3,4,4,1,4,5,3,4,3,5,4,5,3,3,2,6,2,4
female,men,33,3,3,3,3,2,2,2,3,6,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,3,3,3,2,3,3,3,6,3,3,3,3,3,3,3,3,3,3,2,3,3,4,1,2,3,3,2,3,3
female,men,33,1,1,1,1,1,1,2,1,3,3,2,1,1,4,1,1,1,3,1,1,1,1,3,1,4,1,7,1,3,1,1,1,1,1,1,1,1,1,1,4,3,2,2,1,3,2,1,1,1,1,3,3,3,3,1,5,1,6,6,2,1,5,4,1,1,1,1,2,1,7,1,1,1,1,2,1,1,1,1,1,6,1,6,4,1,1,1,1,1,6,4,1,1,1,2,1,1,1,1,3,1,1
female,men,33,3,5,5,1,1,4,5,5,6,4,5,1,4,4,3,3,3,4,3,2,3,2,4,3,7,2,6,1,6,2,4,3,3,3,6,3,5,3,3,4,5,4,3,5,5,3,2,2,1,4,5,4,5,6,4,4,2,4,2,4,4,4,5,3,1,4,1,5,2,5,3,4,2,2,4,3,4,2,7,3,4,1,6,6,3,4,2,3,2,4,5,3,3,4,2,2,2,2,1,4,2,3
female,men,33,2,4,4,2,2,2,3,4,4,4,3,2,2,5,3,3,3,2,3,3,2,2,3,3,4,5,4,3,3,2,3,5,4,1,4,4,4,2,2,2,2,2,3,3,2,4,3,4,1,3,3,4,4,5,3,3,3,5,2,3,3,3,2,1,2,5,1,3,4,5,2,2,3,3,4,3,1,3,4,1,6,1,4,5,2,3,2,3,2,4,3,3,2,2,3,4,2,1,1,3,2,2
female,men,33,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,6,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,7,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,1,1,1,1,1,1
female,men,33,6,4,4,5,2,3,6,2,7,4,4,5,3,5,5,5,5,4,3,3,3,3,3,3,6,4,6,3,5,6,5,5,5,2,5,5,4,3,3,4,4,3,4,5,7,3,3,3,3,4,5,5,6,5,5,5,4,4,5,6,3,6,6,3,3,4,4,4,7,6,5,3,2,3,5,4,3,5,6,6,7,3,6,5,3,3,4,4,4,5,3,6,5,5,7,4,4,5,3,5,3,4
female,men,33.1,4,2,1,2,1,1,3,1,3,1,2,1,1,2,2,1,3,1,2,2,3,2,1,2,5,2,3,1,2,6,3,1,1,1,5,5,2,1,2,1,1,2,1,1,3,1,1,1,1,2,2,3,3,2,2,4,2,3,1,2,1,5,3,2,1,3,1,3,5,4,2,2,1,3,3,2,1,3,2,3,5,1,2,2,1,1,1,1,2,3,1,1,2,1,3,1,2,2,1,2,1,2
female,men,33.1,6,5,4,4,3,4,3,4,3,4,5,3,3,5,3,4,3,4,4,2,3,2,2,3,5,4,4,4,5,3,4,5,6,3,5,4,3,4,5,2,3,4,3,4,5,4,3,3,2,3,3,5,5,4,4,4,1,4,3,3,4,4,6,3,3,4,4,5,6,5,3,4,4,5,5,4,4,4,3,4,6,3,4,4,2,1,3,2,3,3,4,3,4,3,3,3,4,2,1,3,3,3
female,men,33.1,3,4,3,1,1,1,2,1,4,2,1,1,3,2,1,2,2,2,1,1,3,1,2,1,5,2,4,2,4,4,3,2,2,1,4,2,3,1,2,2,1,3,1,2,3,2,1,1,1,2,1,1,4,5,4,4,1,2,1,2,2,5,7,1,1,2,1,3,2,3,6,1,1,1,3,1,1,1,2,1,5,1,4,3,1,1,1,1,2,3,2,1,1,2,4,1,2,1,2,2,1,1
female,men,33.2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
female,men,33.3,4,2,4,4,1,2,4,2,6,5,3,4,3,5,3,3,2,5,1,2,4,3,3,4,5,4,3,3,4,6,3,5,4,2,5,5,4,3,2,4,5,3,3,3,3,3,6,2,1,4,3,4,4,2,2,2,2,3,3,4,4,4,5,2,4,4,2,5,6,4,5,2,3,4,3,2,1,2,5,4,7,1,4,3,3,3,1,3,2,3,2,5,3,6,4,4,4,2,3,4,3,4
female,men,33.6,3,5,3,5,1,3,5,5,3,2,1,4,3,3,4,2,6,4,3,5,4,2,2,2,7,5,6,2,2,6,2,6,3,5,3,5,5,5,6,3,2,4,3,3,5,4,5,4,4,2,6,3,3,5,3,6,4,6,5,6,4,3,3,3,4,5,4,4,5,5,3,4,1,3,5,5,2,3,6,4,6,2,4,6,2,5,2,1,1,6,4,2,6,5,4,6,2,1,2,3,2,3
female,men,33.7,3,3,2,2,1,2,2,1,4,3,1,2,2,3,3,5,3,2,1,1,2,1,2,1,3,3,6,2,3,7,4,1,2,1,5,4,2,2,2,2,3,4,1,2,5,2,2,1,1,3,2,3,5,4,2,2,1,4,2,3,5,4,3,2,2,2,1,3,3,5,3,3,1,2,1,1,3,2,5,3,7,1,6,4,2,2,2,3,1,2,4,1,2,2,4,1,2,2,1,2,1,1
female,men,33.9,4,4,4,4,2,4,5,3,5,4,4,3,4,4,4,3,3,4,3,3,3,3,4,3,4,4,5,2,4,4,4,3,3,3,5,4,3,3,3,3,3,3,3,4,5,3,3,3,2,3,3,4,5,4,4,5,2,3,3,4,4,6,4,3,2,2,3,4,4,4,4,3,3,4,4,4,3,3,3,3,6,2,4,4,3,3,3,3,4,4,3,4,2,4,5,3,3,3,3,4,3,3
female,men,34,1,3,3,2,1,2,4,1,6,3,2,1,1,2,1,1,1,3,2,1,2,1,2,3,5,2,5,1,4,1,2,2,3,2,4,3,4,1,3,2,2,2,2,2,5,3,1,1,3,3,4,3,5,2,4,4,1,4,1,1,4,1,4,2,2,2,1,5,1,5,6,1,1,1,2,3,1,2,2,3,6,1,3,3,1,2,1,1,2,4,4,5,3,2,2,2,2,1,1,3,1,3
female,men,34,1,1,2,2,1,1,4,1,4,2,2,2,2,1,2,2,3,1,1,1,2,1,2,4,2,4,2,1,3,4,1,1,2,1,3,4,3,1,2,1,2,3,1,1,4,1,1,2,1,2,3,1,5,1,2,4,3,3,1,2,1,4,2,1,2,5,1,3,2,4,5,1,1,3,3,1,1,1,2,2,4,1,1,1,1,2,3,1,1,5,1,1,3,4,2,1,1,1,1,3,1,1
female,men,34.1,2,6,3,3,1,2,5,1,5,4,4,2,2,6,3,4,4,5,3,1,7,1,3,3,6,3,2,2,2,7,2,2,6,2,5,3,3,2,4,3,2,3,2,2,2,4,3,1,6,2,2,4,6,3,5,6,3,3,1,4,2,6,3,6,3,3,4,6,3,3,2,5,2,4,5,3,3,4,2,2,3,6,4,5,2,2,2,3,4,4,1,6,1,6,6,2,2,1,2,4,1,2
female,men,34.1,6,4,4,4,4,4,5,4,3,4,4,4,4,4,4,5,5,5,4,2,4,4,5,5,6,4,5,3,4,6,5,5,4,4,6,5,4,6,5,3,3,6,4,4,5,6,4,4,3,4,5,4,6,5,5,4,5,7,4,4,5,4,5,4,3,4,4,6,6,6,6,4,4,6,6,3,4,3,6,5,6,4,7,6,4,4,3,4,5,4,4,3,5,3,3,3,5,4,4,5,4,3
